"date","code","region","name","AE_att_T1","AE_att_T2","AE_att_T3","AE_att_tot","AE_more4_T1","AE_more4_T2","AE_more4_T3","AE_more4_tot","AE_per4_T1","AE_per4_all","Em_adm_AE_T1","Em_adm_AE_T2","Em_adm_AE_T34","Em_adm_AE_tot","Em_adm_other","Em_adm_tot","Em_pat_adm_more4","Em_pat_adm_more12","time_period","file_name","day_num"
2025-02-01,"RAX","NHS England London","Kingston And Richmond NHS Foundation Trust",6478,0,7589,14067,3131,0,182,3313,0.516671812287743,0.764484253927632,2145,0,198,2343,291,2634,685,446,"February 2025","February-2025-AE-by-provider-1zaQ6.xls",31
2025-02-01,"RJ2","NHS England London","Lewisham And Greenwich NHS Trust",12884,0,10368,23252,6709,0,1259,7968,0.479276622167029,0.657319800447273,4406,0,0,4406,1159,5565,1831,750,"February 2025","February-2025-AE-by-provider-1zaQ6.xls",31
2025-02-01,"R1K","NHS England London","London North West University Healthcare NHS Trust",12788,0,13626,26414,6764,0,131,6895,0.471066624960901,0.73896418565912,5893,0,0,5893,339,6232,1246,547,"February 2025","February-2025-AE-by-provider-1zaQ6.xls",31
2025-02-01,"RP6","NHS England London","Moorfields Eye Hospital NHS Foundation Trust",0,5007,0,5007,0,65,0,65,NA,0.987018174555622,0,0,0,0,186,186,0,0,"February 2025","February-2025-AE-by-provider-1zaQ6.xls",31
2025-02-01,"RAT","NHS England London","North East London NHS Foundation Trust",0,0,1349,1349,0,0,37,37,NA,0.972572275759822,0,0,0,0,0,0,0,0,"February 2025","February-2025-AE-by-provider-1zaQ6.xls",31
2025-02-01,"RAL","NHS England London","Royal Free London NHS Foundation Trust",23359,456,14710,38525,9352,7,940,10299,0.599640395564879,0.732667099286178,4254,0,51,4305,687,4992,2796,1691,"February 2025","February-2025-AE-by-provider-1zaQ6.xls",31
2025-02-01,"RAN","NHS England London","Royal National Orthopaedic Hospital NHS Trust",0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,28,28,0,0,"February 2025","February-2025-AE-by-provider-1zaQ6.xls",31
2025-02-01,"RJ7","NHS England London","St George's University Hospitals NHS Foundation Trust",8557,0,2886,11443,2189,0,0,2189,0.744186046511628,0.808704011185878,2380,0,0,2380,672,3052,1191,738,"February 2025","February-2025-AE-by-provider-1zaQ6.xls",31
2025-02-01,"RAS","NHS England London","The Hillingdon Hospitals NHS Foundation Trust",5687,0,5922,11609,3208,0,90,3298,0.435906453314577,0.715910069773452,1715,0,0,1715,51,1766,718,94,"February 2025","February-2025-AE-by-provider-1zaQ6.xls",31
2025-02-01,"Y03218","NHS England London","The Pinn Unregistered Wic",0,0,695,695,0,0,0,0,NA,1,0,0,0,0,0,0,0,0,"February 2025","February-2025-AE-by-provider-1zaQ6.xls",31
2025-02-01,"RRV","NHS England London","University College London Hospitals NHS Foundation Trust",12348,0,0,12348,3195,0,0,3195,0.741253644314869,0.741253644314869,1231,0,0,1231,252,1483,512,203,"February 2025","February-2025-AE-by-provider-1zaQ6.xls",31
2025-02-01,"Y02147","NHS England London","Urgent Care Centre (Qms)",0,0,7981,7981,0,0,118,118,NA,0.985214885352713,0,0,0,0,0,0,0,0,"February 2025","February-2025-AE-by-provider-1zaQ6.xls",31
2025-02-01,"RKE","NHS England London","Whittington Health NHS Trust",8215,0,0,8215,2725,0,0,2725,0.668289713937918,0.668289713937918,1055,0,0,1055,39,1094,539,324,"February 2025","February-2025-AE-by-provider-1zaQ6.xls",31
2025-02-01,"NL7","NHS England Midlands","Assura Vertis Urgent Care Centres (Birmingham)",0,0,3811,3811,0,0,0,0,NA,1,0,0,0,0,0,0,0,0,"February 2025","February-2025-AE-by-provider-1zaQ6.xls",31
2025-02-01,"8J094","NHS England Midlands","Badger Ltd",0,0,1300,1300,0,0,0,0,NA,1,0,0,0,0,0,0,0,0,"February 2025","February-2025-AE-by-provider-1zaQ6.xls",31
2025-02-01,"RQ3","NHS England Midlands","Birmingham Women's And Children's NHS Foundation Trust",4700,0,0,4700,982,0,0,982,0.791063829787234,0.791063829787234,979,0,0,979,134,1113,6,6,"February 2025","February-2025-AE-by-provider-1zaQ6.xls",31
2025-02-01,"RFS","NHS England Midlands","Chesterfield Royal Hospital NHS Foundation Trust",6330,0,5650,11980,3169,0,308,3477,0.499368088467615,0.709766277128548,2491,0,208,2699,611,3310,992,151,"February 2025","February-2025-AE-by-provider-1zaQ6.xls",31
2025-02-01,"RYG","NHS England Midlands","Coventry And Warwickshire Partnership NHS Trust",0,0,0,0,0,0,0,0,NA,NA,0,0,3,3,79,82,0,0,"February 2025","February-2025-AE-by-provider-1zaQ6.xls",31
2025-02-01,"RY8","NHS England Midlands","Derbyshire Community Health Services NHS Foundation Trust",0,0,7816,7816,0,0,71,71,NA,0.990916069600819,0,0,0,0,0,0,0,0,"February 2025","February-2025-AE-by-provider-1zaQ6.xls",31
2025-02-01,"NNJ","NHS England Midlands","Dhu Health Care C.I.C",0,0,1821,1821,0,0,1,1,NA,0.99945085118067,0,0,0,0,0,0,0,0,"February 2025","February-2025-AE-by-provider-1zaQ6.xls",31
2025-02-01,"Y03007","NHS England Midlands","Erdington GP Health & Wellbeing Wic",0,0,1637,1637,0,0,0,0,NA,1,0,0,0,0,0,0,0,0,"February 2025","February-2025-AE-by-provider-1zaQ6.xls",31
2025-02-01,"RLT","NHS England Midlands","George Eliot Hospital NHS Trust",6292,0,1466,7758,2296,0,62,2358,0.635092180546726,0.696055684454756,982,0,0,982,1,983,708,392,"February 2025","February-2025-AE-by-provider-1zaQ6.xls",31
2025-02-01,"RNQ","NHS England Midlands","Kettering General Hospital NHS Foundation Trust",9253,0,7965,17218,3468,0,128,3596,0.6252026369826,0.791148797769776,1724,0,0,1724,239,1963,1280,0,"February 2025","February-2025-AE-by-provider-1zaQ6.xls",31
2025-02-01,"C82038","NHS England Midlands","Latham House Medical Practice",0,0,278,278,0,0,0,0,NA,1,0,0,0,0,0,0,0,0,"February 2025","February-2025-AE-by-provider-1zaQ6.xls",31
2025-02-01,"RY5","NHS England Midlands","Lincolnshire Community Health Services NHS Trust",0,0,7310,7310,0,0,168,168,NA,0.977017783857729,0,0,0,0,0,0,0,0,"February 2025","February-2025-AE-by-provider-1zaQ6.xls",31
2025-02-01,"NNJ0H","NHS England Midlands","Llr Ea - The Merlyn Vaz Health & Social Care Centre",0,0,2142,2142,0,0,1,1,NA,0.99953314659197,0,0,0,0,0,0,0,0,"February 2025","February-2025-AE-by-provider-1zaQ6.xls",31
2025-02-01,"NNJ07","NHS England Midlands","Loughborough Urgent Care Centre",0,0,7290,7290,0,0,32,32,NA,0.995610425240055,0,0,0,0,0,0,0,0,"February 2025","February-2025-AE-by-provider-1zaQ6.xls",31
2025-02-01,"NNJ12","NHS England Midlands","Market Harborough",0,0,578,578,0,0,0,0,NA,1,0,0,0,0,0,0,0,0,"February 2025","February-2025-AE-by-provider-1zaQ6.xls",31
2025-02-01,"C82009","NHS England Midlands","Market Harborough Med.Ctr",0,0,281,281,0,0,0,0,NA,1,0,0,0,0,0,0,0,0,"February 2025","February-2025-AE-by-provider-1zaQ6.xls",31
2025-02-01,"NNJ13","NHS England Midlands","Melton Mowbray",0,0,459,459,0,0,0,0,NA,1,0,0,0,0,0,0,0,0,"February 2025","February-2025-AE-by-provider-1zaQ6.xls",31
2025-02-01,"RNS","NHS England Midlands","Northampton General Hospital NHS Trust",9133,515,2333,11981,3783,11,229,4023,0.585787802474543,0.664218345714047,2110,0,0,2110,767,2877,1237,659,"February 2025","February-2025-AE-by-provider-1zaQ6.xls",31
2025-02-01,"NR3","NHS England Midlands","Nottingham Citycare Partnership",0,0,5411,5411,0,0,483,483,NA,0.910737386804657,0,0,0,0,0,0,0,0,"February 2025","February-2025-AE-by-provider-1zaQ6.xls",31
2025-02-01,"RX1","NHS England Midlands","Nottingham University Hospitals NHS Trust",14519,1625,882,17026,7643,70,301,8014,0.473586335147049,0.529308116997533,4242,0,0,4242,3931,8173,723,509,"February 2025","February-2025-AE-by-provider-1zaQ6.xls",31
2025-02-01,"NNJ14","NHS England Midlands","Oadby",0,0,3452,3452,0,0,2,2,NA,0.999420625724218,0,0,0,0,0,0,0,0,"February 2025","February-2025-AE-by-provider-1zaQ6.xls",31
2025-02-01,"NNJ15","NHS England Midlands","Oakham",0,0,413,413,0,0,0,0,NA,1,0,0,0,0,0,0,0,0,"February 2025","February-2025-AE-by-provider-1zaQ6.xls",31
2025-02-01,"RXK","NHS England Midlands","Sandwell And West Birmingham Hospitals NHS Trust",10630,1051,7976,19657,4845,149,13,5007,0.544214487300094,0.745281579081243,2253,0,0,2253,483,2736,1053,354,"February 2025","February-2025-AE-by-provider-1zaQ6.xls",31
2025-02-01,"RK5","NHS England Midlands","Sherwood Forest Hospitals NHS Foundation Trust",9867,0,5335,15202,4345,0,497,4842,0.559643255295429,0.681489277726615,3531,0,0,3531,283,3814,823,170,"February 2025","February-2025-AE-by-provider-1zaQ6.xls",31
2025-02-01,"R1D","NHS England Midlands","Shropshire Community Health NHS Trust",0,0,2653,2653,0,0,0,0,NA,1,0,0,0,0,0,0,0,0,"February 2025","February-2025-AE-by-provider-1zaQ6.xls",31
2025-02-01,"C83023","NHS England Midlands","Sleaford Medical Group",0,0,490,490,0,0,0,0,NA,1,0,0,0,0,0,0,0,0,"February 2025","February-2025-AE-by-provider-1zaQ6.xls",31
2025-02-01,"Y02615","NHS England Midlands","South Birmingham GP Walk In Centre",0,0,6625,6625,0,0,0,0,NA,1,0,0,0,0,0,0,0,0,"February 2025","February-2025-AE-by-provider-1zaQ6.xls",31
2025-02-01,"RJC","NHS England Midlands","South Warwickshire University NHS Foundation Trust",7206,0,337,7543,2448,0,0,2448,0.660283097418818,0.675460692032348,2053,0,0,2053,788,2841,419,36,"February 2025","February-2025-AE-by-provider-1zaQ6.xls",31
2025-02-01,"NQTE4","NHS England Midlands","Summerfield Urgent Care Centre",0,0,2969,2969,0,0,0,0,NA,1,0,0,0,0,0,0,0,0,"February 2025","February-2025-AE-by-provider-1zaQ6.xls",31
2025-02-01,"RNA","NHS England Midlands","The Dudley Group NHS Foundation Trust",8415,0,4713,13128,2555,0,239,2794,0.696375519904932,0.787172455819622,3464,0,0,3464,2258,5722,1956,28,"February 2025","February-2025-AE-by-provider-1zaQ6.xls",31
2025-02-01,"RL1","NHS England Midlands","The Robert Jones And Agnes Hunt Orthopaedic Hospital NHS Foundation Trust",0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,27,27,0,0,"February 2025","February-2025-AE-by-provider-1zaQ6.xls",31
2025-02-01,"RL4","NHS England Midlands","The Royal Wolverhampton NHS Trust",11364,0,8414,19778,3431,0,146,3577,0.698081661386836,0.819142481545151,5182,0,0,5182,930,6112,1300,567,"February 2025","February-2025-AE-by-provider-1zaQ6.xls",31
2025-02-01,"RXW","NHS England Midlands","The Shrewsbury And Telford Hospital NHS Trust",9128,0,2405,11533,5301,0,167,5468,0.419259421560035,0.525882250932108,2699,0,199,2898,2030,4928,1465,1130,"February 2025","February-2025-AE-by-provider-1zaQ6.xls",31
2025-02-01,"RWD","NHS England Midlands","United Lincolnshire Teaching Hospitals NHS Trust",14759,0,3331,18090,6039,0,598,6637,0.59082593671658,0.633112216694306,4170,0,0,4170,1118,5288,1873,1070,"February 2025","February-2025-AE-by-provider-1zaQ6.xls",31
2025-02-01,"RRK","NHS England Midlands","University Hospitals Birmingham NHS Foundation Trust",31058,282,1801,33141,12580,0,7,12587,0.594951381286625,0.620198545608159,9332,0,0,9332,6424,15756,4028,1657,"February 2025","February-2025-AE-by-provider-1zaQ6.xls",31
2025-02-01,"RKB","NHS England Midlands","University Hospitals Coventry And Warwickshire NHS Trust",10786,1500,5717,18003,5345,119,288,5752,0.504450213239384,0.68049769482864,1592,42,46,1680,587,2267,102,25,"February 2025","February-2025-AE-by-provider-1zaQ6.xls",31
2025-02-01,"RTG","NHS England Midlands","University Hospitals Of Derby And Burton NHS Foundation Trust",18262,0,8367,26629,8317,0,7,8324,0.544573431168547,0.687408464456044,3737,0,1,3738,1787,5525,1767,862,"February 2025","February-2025-AE-by-provider-1zaQ6.xls",31
2025-02-01,"RWE","NHS England Midlands","University Hospitals Of Leicester NHS Trust",19778,1807,0,21585,8352,112,0,8464,0.577712609970675,0.607875839703498,5806,2,0,5808,3425,9233,2224,921,"February 2025","February-2025-AE-by-provider-1zaQ6.xls",31
2025-02-01,"RJE","NHS England Midlands","University Hospitals Of North Midlands NHS Trust",13122,478,8258,21858,7333,0,366,7699,0.441167504953513,0.64777198279806,4837,0,0,4837,2954,7791,1911,1275,"February 2025","February-2025-AE-by-provider-1zaQ6.xls",31
2025-02-01,"RBK","NHS England Midlands","Walsall Healthcare NHS Trust",8291,0,4135,12426,3215,0,113,3328,0.612230129055602,0.732174472879446,3483,0,0,3483,707,4190,1531,358,"February 2025","February-2025-AE-by-provider-1zaQ6.xls",31
2025-02-01,"RWP","NHS England Midlands","Worcestershire Acute Hospitals NHS Trust",11492,0,4772,16264,5476,0,27,5503,0.523494604942569,0.661645351697,2289,0,0,2289,843,3132,1560,669,"February 2025","February-2025-AE-by-provider-1zaQ6.xls",31
2025-02-01,"RLQ","NHS England Midlands","Wye Valley NHS Trust",5368,1036,86,6490,2214,0,0,2214,0.587555886736215,0.658859784283513,1304,0,0,1304,117,1421,631,219,"February 2025","February-2025-AE-by-provider-1zaQ6.xls",31
2025-02-01,"RCF","NHS England North East And Yorkshire","Airedale NHS Foundation Trust",5645,217,0,5862,2298,0,0,2298,0.592914083259522,0.607983623336745,1442,0,0,1442,488,1930,608,162,"February 2025","February-2025-AE-by-provider-1zaQ6.xls",31
2025-02-01,"RFF","NHS England North East And Yorkshire","Barnsley Hospital NHS Foundation Trust",7895,0,0,7895,3573,0,0,3573,0.54743508549715,0.54743508549715,2644,0,0,2644,466,3110,577,5,"February 2025","February-2025-AE-by-provider-1zaQ6.xls",31
2025-02-01,"RAE","NHS England North East And Yorkshire","Bradford Teaching Hospitals NHS Foundation Trust",8651,881,2733,12265,2191,0,2,2193,0.746734481562825,0.821198532409295,2311,0,18,2329,1393,3722,698,124,"February 2025","February-2025-AE-by-provider-1zaQ6.xls",31
2025-02-01,"NNF09","NHS England North East And Yorkshire","Bransholme Health Centre",0,0,3281,3281,0,0,403,403,NA,0.877171594026211,0,0,0,0,0,0,0,0,"February 2025","February-2025-AE-by-provider-1zaQ6.xls",31
2025-02-01,"NNF16","NHS England North East And Yorkshire","Bridlington Hospital",0,0,1248,1248,0,0,18,18,NA,0.985576923076923,0,0,0,0,0,0,0,0,"February 2025","February-2025-AE-by-provider-1zaQ6.xls",31
2025-02-01,"RWY","NHS England North East And Yorkshire","Calderdale And Huddersfield NHS Foundation Trust",14096,0,0,14096,4471,0,0,4471,0.682817820658343,0.682817820658343,2486,0,0,2486,189,2675,1192,48,"February 2025","February-2025-AE-by-provider-1zaQ6.xls",31
2025-02-01,"RXP","NHS England North East And Yorkshire","County Durham And Darlington NHS Foundation Trust",11724,0,10751,22475,4853,0,0,4853,0.586062777209144,0.784071190211346,4006,0,0,4006,741,4747,1780,16,"February 2025","February-2025-AE-by-provider-1zaQ6.xls",31
2025-02-01,"RP5","NHS England North East And Yorkshire","Doncaster And Bassetlaw Teaching Hospitals NHS Foundation Trust",12394,0,3649,16043,4429,0,1,4430,0.642649669194772,0.723867107149536,3496,0,217,3713,1025,4738,1151,124,"February 2025","February-2025-AE-by-provider-1zaQ6.xls",31
2025-02-01,"NNF94","NHS England North East And Yorkshire","East Riding Community Hospital",0,0,2515,2515,0,0,221,221,NA,0.912127236580517,0,0,0,0,0,0,0,0,"February 2025","February-2025-AE-by-provider-1zaQ6.xls",31
2025-02-01,"RR7","NHS England North East And Yorkshire","Gateshead Health NHS Foundation Trust",5264,0,3143,8407,2195,0,28,2223,0.583016717325228,0.735577494944689,1453,0,0,1453,41,1494,822,0,"February 2025","February-2025-AE-by-provider-1zaQ6.xls",31
2025-02-01,"NNFA7","NHS England North East And Yorkshire","Goole & District Hospital",0,0,1361,1361,0,0,10,10,NA,0.992652461425422,0,0,0,0,0,0,0,0,"February 2025","February-2025-AE-by-provider-1zaQ6.xls",31
2025-02-01,"RCD","NHS England North East And Yorkshire","Harrogate And District NHS Foundation Trust",4725,0,808,5533,1444,0,1,1445,0.694391534391534,0.7388396891379,1026,0,0,1026,285,1311,216,10,"February 2025","February-2025-AE-by-provider-1zaQ6.xls",31
2025-02-01,"RWA","NHS England North East And Yorkshire","Hull University Teaching Hospitals NHS Trust",8151,0,4608,12759,4986,0,401,5387,0.388295914611704,0.577788227917548,3249,0,0,3249,2011,5260,1315,391,"February 2025","February-2025-AE-by-provider-1zaQ6.xls",31
2025-02-01,"RV9","NHS England North East And Yorkshire","Humber Teaching NHS Foundation Trust",0,0,998,998,0,0,0,0,NA,1,0,0,0,0,0,0,0,0,"February 2025","February-2025-AE-by-provider-1zaQ6.xls",31
2025-02-01,"RR8","NHS England North East And Yorkshire","Leeds Teaching Hospitals NHS Trust",16148,660,11286,28094,7362,0,220,7582,0.544092147634382,0.730120310386559,3376,0,0,3376,1133,4509,2092,581,"February 2025","February-2025-AE-by-provider-1zaQ6.xls",31
2025-02-01,"ARN03","NHS England North East And Yorkshire","Local Care Direct",0,0,2323,2323,0,0,9,9,NA,0.996125699526474,0,0,0,0,0,0,0,0,"February 2025","February-2025-AE-by-provider-1zaQ6.xls",31
2025-02-01,"RXF","NHS England North East And Yorkshire","Mid Yorkshire Teaching NHS Trust",14924,119,5296,20339,6477,0,387,6864,0.566001072098633,0.662520281233099,3169,0,125,3294,792,4086,2500,458,"February 2025","February-2025-AE-by-provider-1zaQ6.xls",31
2025-02-01,"RNN","NHS England North East And Yorkshire","North Cumbria Integrated Care NHS Foundation Trust",8088,0,1657,9745,3776,0,15,3791,0.533135509396637,0.610979989738327,2205,0,0,2205,661,2866,1210,502,"February 2025","February-2025-AE-by-provider-1zaQ6.xls",31
2025-02-01,"RVW","NHS England North East And Yorkshire","North Tees And Hartlepool NHS Foundation Trust",4546,0,10231,14777,2115,0,28,2143,0.534755829300484,0.85497732963389,1581,0,408,1989,2085,4074,157,1,"February 2025","February-2025-AE-by-provider-1zaQ6.xls",31
2025-02-01,"RJL","NHS England North East And Yorkshire","Northern Lincolnshire And Goole NHS Foundation Trust",8126,0,6677,14803,4234,0,43,4277,0.478956436130938,0.711072079983787,5129,0,0,5129,421,5550,1306,736,"February 2025","February-2025-AE-by-provider-1zaQ6.xls",31
2025-02-01,"RTF","NHS England North East And Yorkshire","Northumbria Healthcare NHS Foundation Trust",8770,0,10454,19224,2769,0,4,2773,0.684264538198404,0.855753225135248,3496,0,16,3512,315,3827,119,3,"February 2025","February-2025-AE-by-provider-1zaQ6.xls",31
2025-02-01,"RCU","NHS England North East And Yorkshire","Sheffield Children's NHS Foundation Trust",4164,0,481,4645,375,0,0,375,0.909942363112392,0.919268030139935,984,0,0,984,80,1064,7,0,"February 2025","February-2025-AE-by-provider-1zaQ6.xls",31
2025-02-01,"RHQ","NHS England North East And Yorkshire","Sheffield Teaching Hospitals NHS Foundation Trust",8293,1110,7817,17220,4398,0,305,4703,0.469673218376944,0.726887340301974,3372,0,0,3372,2795,6167,951,8,"February 2025","February-2025-AE-by-provider-1zaQ6.xls",31
2025-02-01,"RTR","NHS England North East And Yorkshire","South Tees Hospitals NHS Foundation Trust",6667,0,9558,16225,3433,0,559,3992,0.485075746212689,0.753959938366718,2411,0,115,2526,2151,4677,303,11,"February 2025","February-2025-AE-by-provider-1zaQ6.xls",31
2025-02-01,"R0B","NHS England North East And Yorkshire","South Tyneside And Sunderland NHS Foundation Trust",10716,1135,6359,18210,5555,22,254,5831,0.481616274729377,0.679791323448655,3877,19,0,3896,1332,5228,743,3,"February 2025","February-2025-AE-by-provider-1zaQ6.xls",31
2025-02-01,"RXG","NHS England North East And Yorkshire","South West Yorkshire Partnership NHS Foundation Trust",0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,116,116,0,0,"February 2025","February-2025-AE-by-provider-1zaQ6.xls",31
2025-02-01,"RTD","NHS England North East And Yorkshire","The Newcastle Upon Tyne Hospitals NHS Foundation Trust",11293,1530,5945,18768,4249,110,5,4364,0.623749225183742,0.767476555839727,3415,17,0,3432,2611,6043,579,35,"February 2025","February-2025-AE-by-provider-1zaQ6.xls",31
2025-02-01,"RFR","NHS England North East And Yorkshire","The Rotherham NHS Foundation Trust",8181,0,0,8181,2971,0,0,2971,0.63684146192397,0.63684146192397,1742,0,0,1742,200,1942,759,55,"February 2025","February-2025-AE-by-provider-1zaQ6.xls",31
2025-02-01,"AJN","NHS England North East And Yorkshire","Workington Health Limited",0,0,279,279,0,0,0,0,NA,1,0,0,0,0,0,0,0,0,"February 2025","February-2025-AE-by-provider-1zaQ6.xls",31
2025-02-01,"RCB","NHS England North East And Yorkshire","York And Scarborough Teaching Hospitals NHS Foundation Trust",9502,321,6536,16359,5345,0,191,5536,0.437486844874763,0.661593006907513,4251,0,0,4251,1416,5667,1137,433,"February 2025","February-2025-AE-by-provider-1zaQ6.xls",31
2025-02-01,"RBS","NHS England North West","Alder Hey Children's NHS Foundation Trust",5570,0,0,5570,1182,0,0,1182,0.787791741472172,0.787791741472172,816,0,0,816,272,1088,1,0,"February 2025","February-2025-AE-by-provider-1zaQ6.xls",31
2025-02-01,"RXL","NHS England North West","Blackpool Teaching Hospitals NHS Foundation Trust",8161,0,10176,18337,3745,0,116,3861,0.541110158068864,0.789442111577685,2405,0,0,2405,1471,3876,956,579,"February 2025","February-2025-AE-by-provider-1zaQ6.xls",31
2025-02-01,"RMC","NHS England North West","Bolton NHS Foundation Trust",7374,0,3286,10660,3690,0,178,3868,0.499593165174939,0.637148217636022,2256,0,124,2380,956,3336,940,454,"February 2025","February-2025-AE-by-provider-1zaQ6.xls",31
2025-02-01,"RY2","NHS England North West","Bridgewater Community Healthcare NHS Foundation Trust",0,0,2857,2857,0,0,162,162,NA,0.943297164858243,0,0,0,0,0,0,0,0,"February 2025","February-2025-AE-by-provider-1zaQ6.xls",31
2025-02-01,"RJR","NHS England North West","Countess Of Chester Hospital NHS Foundation Trust",4540,0,1979,6519,2307,0,178,2485,0.491850220264317,0.618806565424145,1613,0,0,1613,1171,2784,855,660,"February 2025","February-2025-AE-by-provider-1zaQ6.xls",31
2025-02-01,"RJN","NHS England North West","East Cheshire NHS Trust",3912,0,66,3978,1970,0,0,1970,0.49642126789366,0.504776269482152,749,0,0,749,181,930,438,266,"February 2025","February-2025-AE-by-provider-1zaQ6.xls",31
2025-02-01,"RXR","NHS England North West","East Lancashire Hospitals NHS Trust",11973,0,9497,21470,4297,0,648,4945,0.641109162281801,0.769678621332091,3543,0,93,3636,1588,5224,1471,1050,"February 2025","February-2025-AE-by-provider-1zaQ6.xls",31
2025-02-01,"RXN","NHS England North West","Lancashire Teaching Hospitals NHS Foundation Trust",10708,0,3216,13924,4305,0,165,4470,0.597964138961524,0.678971559896581,2100,0,84,2184,1103,3287,1346,455,"February 2025","February-2025-AE-by-provider-1zaQ6.xls",31
2025-02-01,"RBQ","NHS England North West","Liverpool Heart And Chest Hospital NHS Foundation Trust",0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,157,157,0,0,"February 2025","February-2025-AE-by-provider-1zaQ6.xls",31
2025-02-01,"REM","NHS England North West","Liverpool University Hospitals NHS Foundation Trust",14442,1623,7572,23637,6999,71,240,7310,0.515371832156211,0.690739095485891,4155,0,0,4155,2206,6361,2885,1016,"February 2025","February-2025-AE-by-provider-1zaQ6.xls",31
2025-02-01,"REP","NHS England North West","Liverpool Women's NHS Foundation Trust",0,1530,0,1530,0,178,0,178,NA,0.883660130718954,0,97,0,97,17,114,0,0,"February 2025","February-2025-AE-by-provider-1zaQ6.xls",31
2025-02-01,"R0A","NHS England North West","Manchester University NHS Foundation Trust",25755,3203,11173,40131,11533,128,581,12242,0.552203455639682,0.694949041887817,5040,135,147,5322,384,5706,3975,211,"February 2025","February-2025-AE-by-provider-1zaQ6.xls",31
2025-02-01,"RBN","NHS England North West","Mersey And West Lancashire Teaching Hospitals NHS Trust",15726,0,6647,22373,5614,0,133,5747,0.643011573190894,0.743127877352165,7357,0,0,7357,549,7906,899,400,"February 2025","February-2025-AE-by-provider-1zaQ6.xls",31
2025-02-01,"RW4","NHS England North West","Mersey Care NHS Foundation Trust",0,0,13023,13023,0,0,273,273,NA,0.979037088228519,0,0,0,0,42,42,0,0,"February 2025","February-2025-AE-by-provider-1zaQ6.xls",31
2025-02-01,"RBT","NHS England North West","Mid Cheshire Hospitals NHS Foundation Trust",6236,0,2671,8907,3576,0,66,3642,0.426555484284798,0.591108117211182,1995,0,0,1995,1161,3156,1012,475,"February 2025","February-2025-AE-by-provider-1zaQ6.xls",31
2025-02-01,"Y02532","NHS England North West","Miriam Minor Emergency",0,0,1561,1561,0,0,0,0,NA,1,0,0,0,0,0,0,0,0,"February 2025","February-2025-AE-by-provider-1zaQ6.xls",31
2025-02-01,"RM3","NHS England North West","Northern Care Alliance NHS Foundation Trust",22781,0,8419,31200,9896,0,408,10304,0.565602914709626,0.66974358974359,6566,0,314,6880,1919,8799,2161,1005,"February 2025","February-2025-AE-by-provider-1zaQ6.xls",31
2025-02-01,"NV693","NHS England North West","Rossendale Miu & Ooh",0,0,866,866,0,0,1,1,NA,0.998845265588914,0,0,0,0,0,0,0,0,"February 2025","February-2025-AE-by-provider-1zaQ6.xls",31
2025-02-01,"NQT5F","NHS England North West","Skelmersdale Walk In Centre",0,0,1730,1730,0,0,6,6,NA,0.996531791907514,0,0,0,0,0,0,0,0,"February 2025","February-2025-AE-by-provider-1zaQ6.xls",31
2025-02-01,"RWJ","NHS England North West","Stockport NHS Foundation Trust",7148,0,1035,8183,2447,0,52,2499,0.657666480134303,0.694610778443114,2525,0,61,2586,822,3408,964,240,"February 2025","February-2025-AE-by-provider-1zaQ6.xls",31
2025-02-01,"RMP","NHS England North West","Tameside And Glossop Integrated Care NHS Foundation Trust",7988,0,2924,10912,3540,0,53,3593,0.556835252879319,0.670729472140763,1470,0,0,1470,234,1704,867,327,"February 2025","February-2025-AE-by-provider-1zaQ6.xls",31
2025-02-01,"RBV","NHS England North West","The Christie NHS Foundation Trust",0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,722,722,0,0,"February 2025","February-2025-AE-by-provider-1zaQ6.xls",31
2025-02-01,"RET","NHS England North West","The Walton Centre NHS Foundation Trust",0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,174,174,0,0,"February 2025","February-2025-AE-by-provider-1zaQ6.xls",31
2025-02-01,"RTX","NHS England North West","University Hospitals Of Morecambe Bay NHS Foundation Trust",8177,0,3739,11916,2718,0,99,2817,0.66760425583955,0.763595166163142,2905,0,18,2923,856,3779,940,382,"February 2025","February-2025-AE-by-provider-1zaQ6.xls",31
2025-02-01,"RWW","NHS England North West","Warrington And Halton Teaching Hospitals NHS Foundation Trust",6372,0,2747,9119,3361,0,66,3427,0.472536095417451,0.624191249040465,1542,0,0,1542,145,1687,1440,908,"February 2025","February-2025-AE-by-provider-1zaQ6.xls",31
2025-02-01,"RY7","NHS England North West","Wirral Community Health And Care NHS Foundation Trust",0,0,3965,3965,0,0,191,191,NA,0.951828499369483,0,0,0,0,0,0,0,0,"February 2025","February-2025-AE-by-provider-1zaQ6.xls",31
2025-02-01,"RBL","NHS England North West","Wirral University Teaching Hospital NHS Foundation Trust",6626,0,3002,9628,3677,0,29,3706,0.445064895864775,0.615081013710012,1781,0,0,1781,1567,3348,1217,871,"February 2025","February-2025-AE-by-provider-1zaQ6.xls",31
